==> 1.pdbqt_log.log <==
Writing output ... done.

==> 78.pdbqt_log.log <==
   1         -7.1      0.000      0.000
   2         -7.0     18.315     24.771
   3         -6.9     26.935     30.670
   4         -6.9      1.625      2.167
   5         -6.9      1.935      3.663
   6         -6.8     17.371     21.966
   7         -6.8     26.705     30.607
   8         -6.7     27.093     30.870
   9         -6.6     27.228     31.032
  10         -6.3     26.937     31.086
Writing output ... done.

==> 79.pdbqt_log.log <==
   1         -7.4      0.000      0.000
   2         -7.3      1.914      7.062
   3         -6.9     20.314     24.195
   4         -6.8     19.040     21.509
   5         -6.7     19.441     22.012
   6         -6.5     18.313     20.751
   7         -6.5     17.299     22.183
   8         -6.4     20.405     24.326
   9         -6.4      3.135      7.340
  10         -6.3     15.628     19.620
Writing output ... done.

==> 8.pdbqt_log.log <==
   1         -6.8      0.000      0.000
   2         -6.3     12.593     14.673
   3         -6.2      1.938      3.524
   4         -6.0     13.002     14.581
   5         -5.9     12.901     14.980
   6         -5.7     12.903     14.979
   7         -5.7     13.486     15.357
   8         -5.7     35.738     36.668
   9         -5.6     12.423     14.693
  10         -5.5      3.071      4.476
Writing output ... done.

==> 80.pdbqt_log.log <==
   1         -7.4      0.000      0.000
   2         -7.2      3.781      7.425
   3         -7.1      3.546      7.360
   4         -7.1     13.955     16.718
   5         -6.8     12.939     14.798
   6         -6.6     13.326     16.250
   7         -6.6     12.706     15.389
   8         -6.5      3.120      6.780
   9         -6.5     12.179     15.138
  10         -6.5     11.792     15.034
Writing output ... done.

==> 81.pdbqt_log.log <==
   1         -7.4      0.000      0.000
   2         -7.2      0.859      1.817
   3         -6.9     28.179     32.235
   4         -6.8     28.148     32.274
   5         -6.6     14.764     18.150
   6         -6.5     30.160     32.883
   7         -6.5     12.902     15.590
   8         -6.2     33.714     36.401
   9         -6.2     16.417     20.347
  10         -6.0     33.502     37.414
Writing output ... done.

==> 82.pdbqt_log.log <==
   1         -7.9      0.000      0.000
   2         -7.3      1.979      2.520
   3         -7.1     13.604     16.434
   4         -7.1     12.661     15.716
   5         -6.9      1.548      2.143
   6         -6.8     15.044     17.724
   7         -6.7     14.721     17.333
   8         -6.7      9.676     12.777
   9         -6.7     13.642     15.889
  10         -6.6     36.062     38.749
Writing output ... done.

==> 83.pdbqt_log.log <==
   1         -8.3      0.000      0.000
   2         -7.3     14.919     19.263
   3         -6.7     15.153     18.218
   4         -6.7     21.669     24.748
   5         -6.6     27.055     29.744
   6         -6.6     26.132     29.534
   7         -6.6      5.601      9.277
   8         -6.4     11.105     14.902
   9         -6.3     15.482     20.413
  10         -6.3      4.483      7.122
Writing output ... done.

==> 84.pdbqt_log.log <==
   1         -7.6      0.000      0.000
   2         -7.0     14.252     18.124
   3         -6.9     15.540     21.184
   4         -6.8      2.021      9.086
   5         -6.7      1.134      2.324
   6         -6.4     14.572     18.218
   7         -6.4     14.053     16.583
   8         -6.3     25.822     27.661
   9         -6.2     14.649     21.167
  10         -6.1     25.330     28.530
Writing output ... done.

==> 85.pdbqt_log.log <==
   1         -7.4      0.000      0.000
   2         -7.0      2.759      9.018
   3         -7.0     29.190     32.709
   4         -6.9     13.751     17.354
   5         -6.9     26.360     31.226
   6         -6.8      4.238      8.057
   7         -6.7      2.143      7.745
   8         -6.7      2.614      8.721
   9         -6.5     25.959     29.518
  10         -6.5     13.031     16.938
Writing output ... done.

==> 86.pdbqt_log.log <==
   1         -6.2      0.000      0.000
   2         -6.2     37.527     39.233
   3         -5.5     35.536     38.717
   4         -5.5      2.649      3.316
   5         -5.5     35.059     36.779
   6         -5.4     14.067     16.990
   7         -5.4      2.247      3.265
   8         -5.3     37.651     40.373
   9         -5.2     37.750     40.292
  10         -5.2      3.812      5.803
Writing output ... done.

==> 87.pdbqt_log.log <==
   1         -7.5      0.000      0.000
   2         -7.3      1.789      2.511
   3         -7.2     13.147     17.172
   4         -7.2      3.241      4.222
   5         -7.1     18.538     20.622
   6         -7.1     14.341     16.066
   7         -7.1      2.120      3.587
   8         -7.0      5.061      5.938
   9         -6.9      4.124      4.712
  10         -6.9      2.129      2.500
Writing output ... done.

==> 88.pdbqt_log.log <==
   1         -7.9      0.000      0.000
   2         -7.6     27.074     30.856
   3         -7.3      2.955      6.506
   4         -7.3     15.475     19.813
   5         -7.2      2.826      7.339
   6         -7.0     13.917     16.645
   7         -6.9      3.192      4.326
   8         -6.9     13.820     15.831
   9         -6.8      3.098      7.272
  10         -6.8     23.107     25.889
Writing output ... done.

==> 89.pdbqt_log.log <==
   1         -8.9      0.000      0.000
   2         -8.0     15.892     17.939
   3         -7.9      2.341      3.485
   4         -7.6     15.514     18.988
   5         -7.6      4.182      8.958
   6         -7.4     16.783     19.039
   7         -7.4      2.880      6.668
   8         -7.3     16.712     18.852
   9         -7.2      4.926      8.923
  10         -7.0     15.222     17.827
Writing output ... done.

==> 9.pdbqt_log.log <==
   1         -6.7      0.000      0.000
   2         -6.4      3.137      7.553
   3         -6.3      1.577      1.968
   4         -6.1     19.218     20.377
   5         -6.0     19.823     20.917
   6         -5.9      1.387      2.277
   7         -5.9      4.061      7.268
   8         -5.8     20.511     21.758
   9         -5.7      2.535      3.686
  10         -5.5     20.120     21.508
Writing output ... done.

==> 90.pdbqt_log.log <==
   1         -8.4      0.000      0.000
   2         -8.2      4.377      8.179
   3         -8.0     13.453     16.976
   4         -8.0     14.116     16.995
   5         -7.8      1.014      1.324
   6         -7.7     13.803     17.284
   7         -7.6      3.487      7.866
   8         -7.5     31.589     35.432
   9         -7.4      3.627      8.465
  10         -7.4     35.936     38.426
Writing output ... done.

==> 91.pdbqt_log.log <==
   1         -6.9      0.000      0.000
   2         -6.8     19.599     20.878
   3         -6.8     13.909     15.823
   4         -6.8      3.270      8.049
   5         -6.7     15.874     17.799
   6         -6.7      4.185      7.690
   7         -6.7     13.693     15.665
   8         -6.5     15.114     17.720
   9         -6.5      3.721      6.134
  10         -6.4     14.958     17.901
Writing output ... done.

==> 92.pdbqt_log.log <==
   1         -7.1      0.000      0.000
   2         -6.7      3.037      7.192
   3         -6.4     26.697     30.720
   4         -6.4     18.869     21.168
   5         -6.2     32.906     36.428
   6         -6.0     14.370     16.935
   7         -5.9     32.007     35.457
   8         -5.9     33.284     34.970
   9         -5.8     13.295     15.982
  10         -5.8      2.805      6.804
Writing output ... done.

==> 93.pdbqt_log.log <==
   1         -8.6      0.000      0.000
   2         -8.4      1.807      2.224
   3         -8.1     12.269     15.476
   4         -8.0     25.335     29.030
   5         -7.7     25.471     29.799
   6         -7.5     16.238     18.960
   7         -7.3     12.596     16.621
   8         -7.1     33.453     37.784
   9         -7.1     11.252     15.015
  10         -7.0     16.255     18.263
Writing output ... done.

==> 94.pdbqt_log.log <==
   1         -8.3      0.000      0.000
   2         -8.1     15.221     19.480
   3         -8.0     15.633     20.984
   4         -8.0     13.479     18.547
   5         -8.0     12.327     16.294
   6         -7.9     18.053     20.529
   7         -7.8     30.071     33.270
   8         -7.8     19.170     22.108
   9         -7.8     14.967     19.861
  10         -7.8     14.479     18.862
Writing output ... done.

==> 95.pdbqt_log.log <==
   1         -6.5      0.000      0.000
   2         -6.3     16.670     20.468
   3         -6.1      1.688      4.625
   4         -6.1      2.022      6.126
   5         -6.0      2.009      5.925
   6         -6.0     18.035     20.736
   7         -5.9     15.178     19.652
   8         -5.9      2.057      6.265
   9         -5.7      3.783      6.621
  10         -5.7     12.498     16.468
Writing output ... done.

==> 96.pdbqt_log.log <==
   1         -7.5      0.000      0.000
   2         -6.9     12.328     15.482
   3         -6.9      2.014      2.537
   4         -6.8      3.876      6.548
   5         -6.8      3.938      6.595
   6         -6.7      2.984      4.328
   7         -6.6      3.736      5.969
   8         -6.6      3.898      7.601
   9         -6.6      2.784      5.525
  10         -6.5      2.585      5.920
Writing output ... done.

==> 97.pdbqt_log.log <==
   1         -8.2      0.000      0.000
   2         -8.1     20.453     22.249
   3         -8.1      2.024      3.233
   4         -8.0      4.220      6.967
   5         -7.7      2.517      9.078
   6         -7.6     15.681     20.618
   7         -7.6      4.574      6.862
   8         -7.5     15.499     18.231
   9         -7.4     28.970     32.282
  10         -7.3     20.602     22.343
Writing output ... done.

==> 98.pdbqt_log.log <==
   1         -8.3      0.000      0.000
   2         -7.7     15.395     18.993
   3         -7.6     12.013     14.559
   4         -7.6     28.172     31.676
   5         -7.5     10.766     15.086
   6         -7.3     19.621     22.111
   7         -7.2     12.665     16.873
   8         -7.1     27.916     30.967
   9         -7.1     12.785     17.163
  10         -6.9     16.214     21.294
Writing output ... done.

==> 99.pdbqt_log.log <==
   1         -8.5      0.000      0.000
   2         -8.2     15.527     20.294
   3         -7.9      4.531      8.372
   4         -7.9      4.572      8.123
   5         -7.9      3.564      4.866
   6         -7.7     14.972     19.621
   7         -7.7     16.239     20.767
   8         -7.5     18.010     22.596
   9         -7.3      4.079      8.092
  10         -7.2     14.688     19.769
Writing output ... done.
