==> 1.pdbqt_log.log <==
   2         -6.3      2.169      3.710
   3         -6.2     19.487     21.846
   4         -6.2     20.197     22.057
   5         -6.2     18.770     20.977
   6         -6.0     18.848     21.034
   7         -6.0     18.528     21.350
   8         -5.9     20.299     22.203
   9         -5.8     18.783     22.063
  10         -5.8     19.074     21.657
Writing output ... done.

==> 77.pdbqt_log.log <==
   1         -7.0      0.000      0.000
   2         -6.9      1.322      2.242
   3         -6.5     25.452     29.085
   4         -6.5     25.865     29.368
   5         -6.4      1.766      2.526
   6         -6.3     10.795     13.475
   7         -6.1     27.118     30.270
   8         -6.1      2.510      8.140
   9         -6.1     26.280     29.622
  10         -6.0     18.859     22.755
